101_0001.JPG,142.1975;675.2484937499999;-0.3671114885029349,76.9475;1127.4047437499999;0.7858593621190044,70.23;657.5521000000001;1.5167350482980537
101_0002.JPG,87.4175;139.46319375;-0.9628161628334168,40.9675;164.87144375;0.07489063981322704,32.2925;83.00194375000001;-0.2787540433854705
101_0003.JPG,134.4225;394.24899374999995;-1.0917774246800218,76.82;902.7176000000001;0.3029198411935595,76.3975;513.24449375;-0.14009709662692096
101_0004.JPG,154.155;958.505975;0.33482886174291826,87.1875;2907.94234375;0.5430138465193323,78.86;1324.9153999999999;0.6811148149443366
101_0005.JPG,170.75;879.5825;0.22689055122265547,91.455;3362.9929749999997;0.4033709743781577,82.2375;1444.62109375;0.4992868630359065
101_0006.JPG,97.3325;453.64694374999993;0.011724313606271892,42.7;466.275;0.74634720252474,41.5;285.18;0.23827259636831016
101_0007.JPG,91.42;161.5486;0.3506164284798718,48.7375;414.27359375;0.6945662084701781,50.77;209.12709999999998;0.589588812790099
101_0008.JPG,109.8225;509.40599375000005;1.3545192496520129,75.285;811.898775;1.4422353342242764,62.6425;584.67469375;2.73337762282309
101_0009.JPG,186.0675;153.94794375;0.6534417716525013,87.155;1120.100975;1.2095963738963336,76.92;486.58359999999993;4.2698905375139145
101_0010.JPG,181.8525;224.10074374999996;-0.008073452094307102,100.76;1586.9524;0.5900341143928702,94.17;668.3960999999998;0.8030116030537235
101_0011.JPG,99.0675;581.03794375;2.5611788971494924,56.6475;797.08824375;3.6593758283057163,46.7425;614.97619375;5.9426116958720785
101_0012.JPG,101.8275;229.81774375;0.04230317721946434,64.1325;487.12994375;0.39982040019888837,59.845;262.535975;0.13532718456801857
101_0013.JPG,125.6075;140.52844375;0.7370865504615929,64.5;679.015;0.7113809496921952,63.47;219.72910000000005;1.1768108865931168
101_0014.JPG,140.3;712.965;-0.3157770562183675,95.7525;1166.52124375;0.32488790343367085,85.435;789.760775;0.159098485988737
101_0015.JPG,131.38;245.70559999999998;-0.9190442468178294,85.67;551.7461;0.9612166296151048,80.3425;333.39019375000004;0.8812729755263178
101_0016.JPG,175.6575;280.19019375;0.9807577140969436,96.205;1820.3829749999998;0.9913066091527297,93.53;871.9941;1.3552019816789294
101_0017.JPG,150.3225;240.77849375000005;-0.43535748318155826,93.5575;529.9016937499999;-0.40892413482340734,86.935;300.865775;-0.3899248208663891
101_0018.JPG,76.9675;146.33644375;7.2763841744702145,46.68;383.10760000000005;2.84945505149529,42.015;283.659775;4.7510241212402935
101_0019.JPG,185.2275;142.37574375;0.43859142381095034,105.9625;1267.43109375;0.6597624724739958,108.34;465.80940000000004;0.46766034320981187
101_0020.JPG,146.2525;291.27874375;-0.17895040343353147,83.485;406.394775;0.46010702990345753,81.5775;178.41399375;1.809152649681916
101_0021.JPG,116.305;195.071975;-0.5164237038580904,65.6225;372.67999375;0.9202825761185615,64.005;214.129975;1.568158860400205
101_0022.JPG,165.92;516.8736;0.7966954759880969,95.49;2239.2999;0.6669770058914888,88.0575;1109.6191937499998;1.0396989685536182
101_0023.JPG,111.425;297.429375;1.0113006686311092,65.71;554.7859000000001;1.201614441660523,62.5075;337.26494374999993;2.094818547412905
101_0024.JPG,136.265;246.34977499999997;-0.7873722734434622,87.9175;493.10069375;-0.07452690597547627,76.3275;291.80524375;0.02031287316963339
101_0025.JPG,183.5175;161.30469375;0.9224374359670282,81.9825;1776.11719375;0.9348020915786694,91.4625;735.4435937500001;1.631526641089486
101_0026.JPG,121.9625;284.48609374999995;0.23137706884359777,73.3125;810.69984375;0.25808993316689655,78.285;461.743775;0.25536154068615274
101_0027.JPG,153.6125;2209.77734375;-0.4504932694831146,125.3175;3990.31169375;0.3090066604462717,129.775;3597.464375;0.26109014701068345
101_0028.JPG,176.1175;817.9986937499999;-1.143998383391715,120.31;1334.8338999999999;-0.1402450882153953,107.96;1061.2334;-0.12407417328567197
101_0029.JPG,145.83;1399.3510999999999;-0.9088875869963093,102.5075;1631.2649437500002;-0.2717880496863271,95.6425;1075.91969375;-0.3467900854108981
